source,auteur,date,phrase,aspect,sentiment,flag,gravite,prob_negative,prob_positive,prob_neutral
page_ecobank,Dramane Kone,2025-01-23,lol trop de prelevements avec des descriptions bizarres et injustifiees ca va finir,frais,negatif,Très négatif,Très critique,0.9769,0.0112,0.0118
page_ecobank,Rodrigue Kouadio Adingra,2025-01-23,des que je descends je viens retirer tout mon argent les affaires ou on dit on ne peut pas me donner pret la alors que mes collegues beneficient de ca dans leur banque la hum hum on n a qu a se laisser en meme temps je m en vais a la generale,prêt,negatif,Très négatif,Très critique,0.9129,0.0114,0.0757
page_ecobank,Henry Kez,2025-01-23,des prelevements anarchique sur le compte de leurs clients des que ton salaire est vire les 72h qui suivent tu n arrives pas a croire la vitesse avec laquelle ces prelevements sont fait,frais,negatif,Très négatif,Très critique,0.9765,0.0108,0.0127
page_ecobank,Henry Kez,2025-01-23,des prelevements anarchique sur le compte de leurs clients des que ton salaire est vire les 72h qui suivent tu n arrives pas a croire la vitesse avec laquelle ces prelevements sont fait,virement,negatif,Très négatif,Très critique,0.9765,0.0108,0.0127
page_ecobank,Henry Kez,2025-01-23,des prelevements anarchique sur le compte de leurs clients des que ton salaire est vire les 72h qui suivent tu n arrives pas a croire la vitesse avec laquelle ces prelevements sont fait,service client,negatif,Très négatif,Très critique,0.9765,0.0108,0.0127
page_ecobank,Sandrine Guehi,2025-01-23,revoyez vos guichets,guichet,neutre,Très négatif,Très critique,1.0,0.0,0.0
page_ecobank,Achama Controle,2025-01-23,vos numeros sont difficilement joignable et vos guichets pour depot sont regulierement en panne bon on n a qu a degager quoi la la frere sang,guichet,negatif,Très négatif,Très critique,1.0,0.0,0.0
page_ecobank,Äbdöül Kärïm Bämbä,2025-01-23,a attendre devant l agence,agence,neutre,Neutre,Aucune,0.1527,0.0146,0.8327
page_ecobank,Pacôme Kouamé,2025-01-23,ils voulaient faire la trend aussi les clients sont en train de les coller en commentaire,service client,neutre,Neutre,Aucune,0.0097,0.0144,0.9759
page_ecobank,Isaak Ahsv,2025-01-23,faite virement demain on va verifier quelque chose,virement,neutre,Neutre,Aucune,0.0142,0.0278,0.958
page_ecobank,Gildas Hakimi,2025-01-23,pas l application sur mon smart on degage rien quitter la bas tchrrrrrrr,application,negatif,Très négatif,Très critique,0.9734,0.01,0.0166
page_ecobank,Best Immobilier Africa,2025-01-23,venez a la nouvelle agence koko mall du nouveau chu vous trouverez un personnel accueillant aimable et tres professionnel,agence,positif,Très positif,Aucune,0.0121,0.9695,0.0184
page_ecobank,Serge Koffi,2025-01-23,pourquoi on ne parvient plus a faire un transfert de fonds vers un mobile money,virement,negatif,Très négatif,Très critique,0.9761,0.0104,0.0134
page_ecobank,Serge Koffi,2025-01-23,pourquoi on ne parvient plus a faire un transfert de fonds vers un mobile money,application,negatif,Très négatif,Très critique,0.9761,0.0104,0.0134
page_ecobank,Fatim Dindané,2025-01-23,quand tu as une conseillere adorable forcer tu vas degager un truc un coucou a toi mme kady ecobank marcher de marcory je suis a l occident et elle gere de ouf,gestionnaire,positif,Très positif,Aucune,0.0186,0.9676,0.0137
page_ecobank,Innocent Kouame,2025-01-23,vous m avez preleve de l argent jusqu a present aucun remboursement et gestionnaire jamais disponible,gestionnaire,negatif,Très négatif,Très critique,0.8389,0.0127,0.1484
page_ecobank,Jeannot Koffi,2025-01-30,il y a trop de plainte en commentaire si je veux expliquer pour moi on va pas quitter ici neanmoins dites moi pourquoi je ne peux pas effectuer de retrait etant a l occident,retrait,negatif,Très négatif,Très critique,0.9767,0.0112,0.0121
page_ecobank,Kamagate Brahima,2025-01-23,n a plus d agence a abobo,agence,neutre,Très négatif,Très critique,0.9723,0.0093,0.0184
page_ecobank,Seydou Rufaydad Doumbia,2025-01-23,envoyez agence a abobo pk18 on est fatigue d aller jusqu au dokui ecobank cote d ivoire,agence,negatif,Très négatif,Très critique,0.9752,0.0095,0.0152
page_ecobank,N'guessan Nathan Tsalach,2025-01-23,en tout cas les frais d entretien de compte chez vous pour entreprise degage un bon truc,frais,positif,Très positif,Aucune,0.0157,0.9701,0.0141
page_ecobank,Yeou Espoir,2025-01-23,besoin d un pret,prêt,neutre,Très positif,Aucune,0.009,0.8024,0.1886
page_ecobank,Marc Tresor,2025-01-23,l agence de angre djibi pouahhh,agence,neutre,Neutre,Aucune,0.0096,0.0147,0.9758
page_ecobank,Alex Ouattara,2025-01-23,ameliorez vos services en agence c,agence,positif,Négatif,Critique,0.6949,0.2884,0.0166
page_ecobank,Constant Tanoh,2025-01-23,please ce mois ci faites vite les virements merci,virement,positif,Très positif,Aucune,0.0169,0.9691,0.0141
page_ecobank,Yssouf Dosso,2025-02-06,l excelent groupe bancaire panafricain ecobank je serai au siege au plateau peut etre le 7 fevrier pour l achat d 1 timbre de passeport,agence,positif,Très positif,Aucune,0.0086,0.8491,0.1422
page_ecobank,Empereur Blondé,2025-01-16,transfert de fonds ne marche pas,virement,negatif,Très négatif,Très critique,0.9705,0.0099,0.0195
page_ecobank,Francine Olivette Balecoidjo,2025-01-16,serait il possible de traiter ma requete sans que je passe en agence svp,agence,positif,Très positif,Aucune,0.0328,0.9117,0.0555
page_ecobank,Kouadio Blessing Victoire,2025-01-23,mon application ne marche et vous me demandez d aller dans mon agence de base pour debloquer sachant que je suis pas abidjan,application,negatif,Très négatif,Très critique,0.9514,0.0111,0.0375
page_ecobank,Kouadio Blessing Victoire,2025-01-23,mon application ne marche et vous me demandez d aller dans mon agence de base pour debloquer sachant que je suis pas abidjan,agence,negatif,Très négatif,Très critique,0.9514,0.0111,0.0375
page_ecobank,Ecobank Côte d'Ivoire,2025-01-09,telechargez l application ecobank mobile des maintenant,application,neutre,Légèrement positif,Aucune,0.0076,0.3185,0.6739
page_ecobank,Fabrice Landry,2025-01-09,comment faire pour desinstaller l application mobile ecobank ecobank cote d ivoire,application,negatif,Très négatif,Très critique,0.9263,0.0154,0.0584
page_ecobank,Fofana Mohamed,2025-01-09,la pire banque ivoirienne il est preferable de choisir les neobanques surtout l agence de man pitoyable,agence,negatif,Très négatif,Très critique,1.0,0.0,0.0
page_ecobank,Eleonore Bleoue,2025-01-09,inquietante depuis le 13 novembre que j ai effectue un virement via l appli qui n a pas abouti et malgre la reclamation faite et mes nombreuses relances au service client,virement,negatif,Très négatif,Très critique,0.9767,0.0115,0.0118
page_ecobank,Eleonore Bleoue,2025-01-09,inquietante depuis le 13 novembre que j ai effectue un virement via l appli qui n a pas abouti et malgre la reclamation faite et mes nombreuses relances au service client,service client,negatif,Très négatif,Très critique,0.9767,0.0115,0.0118
page_ecobank,Eleonore Bleoue,2025-01-09,inquietante depuis le 13 novembre que j ai effectue un virement via l appli qui n a pas abouti et malgre la reclamation faite et mes nombreuses relances au service client,application,negatif,Très négatif,Très critique,0.9767,0.0115,0.0118
page_ecobank,Victorieuse Sonia Yao,2025-01-09,c est possible d avoir son rib sans aller a l agence,agence,positif,Très positif,Aucune,0.0142,0.9628,0.023
page_ecobank,Yves-landry Ossiry,2025-01-09,comment faire pour avoir un releve sans se deplacer a vos bureaux,agence,neutre,Très positif,Aucune,0.0102,0.9336,0.0562
page_ecobank,Gbehe Deyo Ignace Fidèle,2025-01-09,vous vous encouragez vos clients a utiliser le service xpress mais vous effectuez des prelevements pas possible sur les transactions c est pas,frais,positif,Très positif,Aucune,0.025,0.9625,0.0125
page_ecobank,Gbehe Deyo Ignace Fidèle,2025-01-09,vous vous encouragez vos clients a utiliser le service xpress mais vous effectuez des prelevements pas possible sur les transactions c est pas,virement,positif,Très positif,Aucune,0.025,0.9625,0.0125
page_ecobank,Gbehe Deyo Ignace Fidèle,2025-01-09,vous vous encouragez vos clients a utiliser le service xpress mais vous effectuez des prelevements pas possible sur les transactions c est pas,service client,positif,Très positif,Aucune,0.025,0.9625,0.0125
page_ecobank,Houphouet Nestor le Missionnaire,2025-01-16,c est tres difficile financierement j ai besoin d un bon pret pour me reorganiser,prêt,positif,Très négatif,Très critique,1.0,0.0,0.0
page_ecobank,Sanogo Dosso Ali,2025-01-09,j ai pose une requete concernant l acces de l application ecobank sur mon telephone vous avez pris ma requete bientot plutot 2 mois toujours rien desole mais c est de l incompetence,application,negatif,Très négatif,Très critique,0.9747,0.0109,0.0145
page_ecobank,Sandra Masso,2025-01-09,cette annee prenez la resolution de ne plus vole vos clients ecobank cote d ivoire,service client,positif,Très positif,Aucune,0.0194,0.9667,0.0139
page_ecobank,Seka François Yapo,2025-01-09,allez a casse pour un depot c est vraiment perdre sa journee vouloir deposer par le guichet c est pareil,guichet,negatif,Très négatif,Très critique,0.9769,0.0105,0.0126
page_ecobank,Party Shop,2025-01-02,chaque reclamation envoyee recoit une reponse automatique avec un numero cas different mais aucun suivi reel n est assure aujourd hui on m a preleve deux fois 21 000 fcfa alors que les releves bancaires devraient etre gratuits chaque fin de mois ces pratiques sont scandaleuses et irrespectueuses envers les clients il est temps que cette banque assume ses responsabilites a tous ceux qui vivent des situations similaires ne restez pas silencieux ecobank serviceclientdefaillant injusticebancaire,service client,negatif,Très négatif,Très critique,0.9766,0.0123,0.0111
page_ecobank,Koudouhô Okri,2025-01-02,merci essayez d avoir des conseillers clients vivant qui repondent aux appels,service client,positif,Très positif,Aucune,0.0154,0.9703,0.0144
page_ecobank,Koudouhô Okri,2025-01-02,merci essayez d avoir des conseillers clients vivant qui repondent aux appels,gestionnaire,positif,Très positif,Aucune,0.0154,0.9703,0.0144
page_ecobank,Ricardo Capo,2025-01-02,si vous avez le temps arrangez vos guichets on va aller retirer notre argent hier 31 on pouvait pas faire retrait,guichet,positif,Positif,Aucune,0.1363,0.7322,0.1315
page_ecobank,Ricardo Capo,2025-01-02,si vous avez le temps arrangez vos guichets on va aller retirer notre argent hier 31 on pouvait pas faire retrait,retrait,positif,Positif,Aucune,0.1363,0.7322,0.1315
page_ecobank,Amadou Tidiane Diallo,2025-01-02,pouvez vous me lister les gab de retrait se trouvant au 2 plateaux j ai des retraits en vue,guichet,positif,Positif,Aucune,0.0094,0.7846,0.2059
page_ecobank,Amadou Tidiane Diallo,2025-01-02,pouvez vous me lister les gab de retrait se trouvant au 2 plateaux j ai des retraits en vue,retrait,positif,Positif,Aucune,0.0094,0.7846,0.2059
page_ecobank,Essane Estelle Agnes,2025-01-02,depuis le lundi 23 decembre j ai signaler un probleme de prelevement de plus sur mon compte pour le compte de l assurance vie ecopension,assurance,negatif,Très négatif,Très critique,0.9675,0.0107,0.0219
page_ecobank,Rene Oulai,2024-12-26,merci a vous moi je suis un peu decu de la banque chaque client a une preoccupations,service client,negatif,Très négatif,Très critique,0.9757,0.0136,0.0107
page_ecobank,مامادو موسى سوميلا,2024-12-26,j attends un petit virement de jumia j espere que ca va arriver,virement,positif,Neutre,Aucune,0.01,0.0796,0.9104
page_ecobank,Fofana Mohamed,2024-12-26,les banques en cote d ivoire n ont aucun respect pour la clientele des frais de compte sont appliques,frais,negatif,Très négatif,Très critique,0.9723,0.0172,0.0105
page_ecobank,Fofana Mohamed,2024-12-26,les banques en cote d ivoire n ont aucun respect pour la clientele des frais de compte sont appliques,service client,negatif,Très négatif,Très critique,0.9723,0.0172,0.0105
page_ecobank,Fofana Mohamed,2024-12-26,les banques en cote d ivoire n ont aucun respect pour la clientele des frais de compte sont appliques,application,negatif,Très négatif,Très critique,0.9723,0.0172,0.0105
page_ecobank,Joëlle Tano,2024-12-26,comment vous etes memes payer les salaires on va quitter ici,virement,negatif,Très négatif,Très critique,0.9739,0.009,0.0171
page_ecobank,Drey Drey,2024-12-26,pourquoi un prelevement de 18000 sur mon salaire,virement,negatif,Très négatif,Très critique,0.9742,0.0099,0.0159
page_ecobank,Madouce Colombe Traoré,2024-12-26,pourquoi on a toujours pas recu nos salaires,virement,negatif,Très négatif,Très critique,0.9748,0.0104,0.0148
page_ecobank,Diehi James,2024-12-26,donc c est le 25 vous allez faire les virements quoi,virement,neutre,Neutre,Aucune,0.0108,0.0171,0.9721
page_NSIA,Besty De Behi,2025-08-05,pourquoi des prelevements mensuels sur le compte epargne,frais,neutre,Neutre,Aucune,0.0119,0.0151,0.973
page_NSIA,Guy Martial,2025-08-02,comme vous le constatez j ai appele le service client je suis reste plus de 3min sans aucune personne au bout du fil pour me parler,service client,negatif,Très négatif,Très critique,0.9157,0.0112,0.0731
page_NSIA,André Koffi Ettien,2025-07-31,quand on arrive en agence les conditions ne sont pas les memes et d autres frais viennent s appliquer prime d assurance et autres expliquer tout ca aux clients au lieu de faire croire qu il n existe aucun pourcentage,service client,negatif,Très négatif,Très critique,0.9029,0.0107,0.0864
page_NSIA,André Koffi Ettien,2025-07-31,quand on arrive en agence les conditions ne sont pas les memes et d autres frais viennent s appliquer prime d assurance et autres expliquer tout ca aux clients au lieu de faire croire qu il n existe aucun pourcentage,agence,negatif,Très négatif,Très critique,0.9029,0.0107,0.0864
page_NSIA,André Koffi Ettien,2025-07-31,quand on arrive en agence les conditions ne sont pas les memes et d autres frais viennent s appliquer prime d assurance et autres expliquer tout ca aux clients au lieu de faire croire qu il n existe aucun pourcentage,assurance,negatif,Très négatif,Très critique,0.9029,0.0107,0.0864
page_NSIA,André Koffi Ettien,2025-07-31,quand on arrive en agence les conditions ne sont pas les memes et d autres frais viennent s appliquer prime d assurance et autres expliquer tout ca aux clients au lieu de faire croire qu il n existe aucun pourcentage,frais,negatif,Très négatif,Très critique,0.9029,0.0107,0.0864
page_NSIA,André Koffi Ettien,2025-07-31,quand on arrive en agence les conditions ne sont pas les memes et d autres frais viennent s appliquer prime d assurance et autres expliquer tout ca aux clients au lieu de faire croire qu il n existe aucun pourcentage,application,negatif,Très négatif,Très critique,0.9029,0.0107,0.0864
page_NSIA,Baouar Sylvain,2025-07-31,quelle sont les conditions du pret scolaire svp,prêt,neutre,Très positif,Aucune,0.0216,0.9163,0.0622
page_NSIA,Mienwoley Armel Oussou,2025-08-03,nsia banque vous informe du rattrapage progressif d un moins percu de commission sur votre pack a partir du 04 08 merci pour votre comprehension info 8020080,frais,positif,Très positif,Aucune,0.0158,0.9698,0.0145
page_NSIA,Boka Arnaud Boni,2025-07-31,depuis plusieurs mois nous avons constate dans l agence nsia banque de divo qu a chaque fin du mois les guichets automatiques ne fonctionnent plus nos cartes magnetiques n arrivent plus a faire les retraits parce que ces guichets ne fonctionnent plus et il faut noter que les retraits dans les agences sont debites ou factures a 1000 francs alors je ne sais pas si c est un systeme qui est mis en place pour pouvoir nous debiter ou bien nous obliger a faire des retraits ce serait pas interessant alors il faut,guichet,negatif,Très négatif,Très critique,0.9749,0.0103,0.0147
page_NSIA,Boka Arnaud Boni,2025-07-31,depuis plusieurs mois nous avons constate dans l agence nsia banque de divo qu a chaque fin du mois les guichets automatiques ne fonctionnent plus nos cartes magnetiques n arrivent plus a faire les retraits parce que ces guichets ne fonctionnent plus et il faut noter que les retraits dans les agences sont debites ou factures a 1000 francs alors je ne sais pas si c est un systeme qui est mis en place pour pouvoir nous debiter ou bien nous obliger a faire des retraits ce serait pas interessant alors il faut,carte,negatif,Très négatif,Très critique,0.9749,0.0103,0.0147
page_NSIA,Boka Arnaud Boni,2025-07-31,depuis plusieurs mois nous avons constate dans l agence nsia banque de divo qu a chaque fin du mois les guichets automatiques ne fonctionnent plus nos cartes magnetiques n arrivent plus a faire les retraits parce que ces guichets ne fonctionnent plus et il faut noter que les retraits dans les agences sont debites ou factures a 1000 francs alors je ne sais pas si c est un systeme qui est mis en place pour pouvoir nous debiter ou bien nous obliger a faire des retraits ce serait pas interessant alors il faut,retrait,negatif,Très négatif,Très critique,0.9749,0.0103,0.0147
page_NSIA,Boka Arnaud Boni,2025-07-31,depuis plusieurs mois nous avons constate dans l agence nsia banque de divo qu a chaque fin du mois les guichets automatiques ne fonctionnent plus nos cartes magnetiques n arrivent plus a faire les retraits parce que ces guichets ne fonctionnent plus et il faut noter que les retraits dans les agences sont debites ou factures a 1000 francs alors je ne sais pas si c est un systeme qui est mis en place pour pouvoir nous debiter ou bien nous obliger a faire des retraits ce serait pas interessant alors il faut,agence,negatif,Très négatif,Très critique,0.9749,0.0103,0.0147
page_NSIA,Eric Ahonié,2025-07-31,0k mais il est impossible de faire des retraits a sassandra depuis ce matin dans les banques soeurs pourquoi,retrait,negatif,Très négatif,Très critique,0.9759,0.0103,0.0138
page_NSIA,Koffi Joëlle Yao,2025-07-31,j ai un probleme sur ma carte magnetique,carte,negatif,Très négatif,Très critique,0.9681,0.0113,0.0206
page_NSIA,Gnolou Adonay,2025-08-01,en 2023 apres l ouverture de mon compte j ai ete facturer l argent de la carte bancaire j etais aller au village bien avant ca je passais regulierement pour demander si la carte etais prete jamais j ai recu de retour et j ai effectivement effectue le voyage quelque temps apres je me suis rendus au nord ferker donc jai voulus faire un depot sur mon compte et sais la je pose la questions madame est ce que il est possible de verifier si ma carte est prete sais la elles vas me faire sortir le mots de la carte a ete detruit apres 6mois il restais un peux jallait pleurer ca ma decourager meme jai plus deposer djaaiii la franchement revoyer ce coter si j avais recue de message jallait recuperer ma carte si on m avais aussi dis qu apres 6 mois sans recuperer elle sera detruite jallait pas accepter l achat jai mal hein je vous aiment mais laaaaaalaaaaa vous aviez saheeeeeeeee jai trois coppte bancaire mais pour vous la ma tellement plus,carte,negatif,Très négatif,Très critique,1.0,0.0,0.0
page_NSIA,Gnolou Adonay,2025-08-01,en 2023 apres l ouverture de mon compte j ai ete facturer l argent de la carte bancaire j etais aller au village bien avant ca je passais regulierement pour demander si la carte etais prete jamais j ai recu de retour et j ai effectivement effectue le voyage quelque temps apres je me suis rendus au nord ferker donc jai voulus faire un depot sur mon compte et sais la je pose la questions madame est ce que il est possible de verifier si ma carte est prete sais la elles vas me faire sortir le mots de la carte a ete detruit apres 6mois il restais un peux jallait pleurer ca ma decourager meme jai plus deposer djaaiii la franchement revoyer ce coter si j avais recue de message jallait recuperer ma carte si on m avais aussi dis qu apres 6 mois sans recuperer elle sera detruite jallait pas accepter l achat jai mal hein je vous aiment mais laaaaaalaaaaa vous aviez saheeeeeeeee jai trois coppte bancaire mais pour vous la ma tellement plus,prêt,negatif,Très négatif,Très critique,1.0,0.0,0.0
page_NSIA,Kone Soum,2025-08-06,la ou je suis je n avais jamais envisage quitter cette banque mais la ou je suis je suis tres decu de nsia vraiment pour un simple rachat sur ton assurance on te fait tourner comme si tu voulais pas d urgence avec vous vous faites souscrire a des assurances que vous ne controler pas au moment de la reverser au clients,assurance,negatif,Très négatif,Très critique,0.9764,0.0111,0.0125
page_NSIA,Kone Soum,2025-08-06,la ou je suis je n avais jamais envisage quitter cette banque mais la ou je suis je suis tres decu de nsia vraiment pour un simple rachat sur ton assurance on te fait tourner comme si tu voulais pas d urgence avec vous vous faites souscrire a des assurances que vous ne controler pas au moment de la reverser au clients,service client,negatif,Très négatif,Très critique,0.9764,0.0111,0.0125
page_NSIA,Baouar Sylvain,2025-07-31,j aimerais connaitre les modalites du pret scolaire svp,prêt,positif,Très positif,Aucune,0.0101,0.9316,0.0583
page_NSIA,André Koffi Ettien,2025-07-31,c est comme ca que vous faites une fois en agence ce n est plus les memes realites franchement nsia banque,agence,negatif,Neutre,Aucune,0.0273,0.0128,0.9598
page_NSIA,Ibrahim Al-waleed Dosso,2025-07-24,la maintenance du reseau nsia assurance,assurance,neutre,Très négatif,Très critique,0.9682,0.0099,0.0219
page_NSIA,Alla Georges,2025-07-31,qui peut beneficier des prets scolaires et quelles sont les conditions,prêt,positif,Très positif,Aucune,0.0175,0.9552,0.0273
page_NSIA,Joel Koffi,2025-07-31,c est que les frais de dossier seront exorbitants,frais,negatif,Très négatif,Très critique,0.976,0.0109,0.0131
page_NSIA,Kafaga Silué,2025-07-24,donnez nous le taux d interet ttc applique au pret,prêt,positif,Très positif,Aucune,0.0122,0.9658,0.022
page_NSIA,Kafaga Silué,2025-07-24,donnez nous le taux d interet ttc applique au pret,application,positif,Très positif,Aucune,0.0122,0.9658,0.022
page_NSIA,Franck Kassi,2025-07-24,mais quand est il des prets a la consommation,prêt,negatif,Neutre,Aucune,0.0323,0.0161,0.9515
page_NSIA,Ibrahim Al-waleed Dosso,2025-07-24,agence bouake,agence,neutre,Neutre,Aucune,0.0135,0.0167,0.9697
page_NSIA,Christ Duffi,2025-07-31,besoin d un commercial nsia assurance,assurance,neutre,Neutre,Aucune,0.0085,0.0347,0.9567
page_NSIA,Nicaise Kouamé,2025-08-07,combien de taux ht pour un pret personnel ordinaire,prêt,neutre,Neutre,Aucune,0.0121,0.0135,0.9744
page_NSIA,Donateur Soro,2025-07-31,mon application est bloque,application,neutre,Très négatif,Très critique,0.9695,0.0088,0.0217
page_NSIA,Lyse-marie Marilyne Marco,2025-07-24,pourquoi les cartes bancaires reliees au compte sont payantes ce service doit etre gratuit comme cela se fait ailleurs pareil pour le service de banque en ligne,carte,negatif,Très négatif,Très critique,0.9744,0.0123,0.0132
page_NSIA,Sidibe Korotoum,2025-07-24,moi j attends juste qu on revienne a l ancien plafonnage des cartes magnetiques,carte,neutre,Neutre,Aucune,0.0107,0.0192,0.9701
page_NSIA,Ibrahima Traore,2025-07-24,avant de faire la pub de nouvelles carte pense a resoudre le probleme de transfert de carte merci,virement,positif,Très positif,Aucune,0.0175,0.9692,0.0134
page_NSIA,Ibrahima Traore,2025-07-24,avant de faire la pub de nouvelles carte pense a resoudre le probleme de transfert de carte merci,carte,positif,Très positif,Aucune,0.0175,0.9692,0.0134
page_NSIA,Jean-Pierre Urb,2025-07-24,cette banque est une pourriture et pire ce docha du depot assurances lui sait de quoi je vocales avec le dossier,assurance,negatif,Très négatif,Très critique,1.0,0.0,0.0
page_NSIA,Siaka Sylla Ibn Cheick,2025-07-24,affaire de transfert de carte bancaire a nsia banque si on t a explique que tu as compris c est que,virement,positif,Très négatif,Très critique,0.9755,0.0101,0.0145
page_NSIA,Siaka Sylla Ibn Cheick,2025-07-24,affaire de transfert de carte bancaire a nsia banque si on t a explique que tu as compris c est que,carte,positif,Très négatif,Très critique,0.9755,0.0101,0.0145
page_NSIA,Mithra BTP,2025-07-31,nous aidez a la construction et a l obtention d un pret si vous avez un acd,prêt,positif,Très positif,Aucune,0.0147,0.9706,0.0147
page_NSIA,Lyse-marie Marilyne Marco,2025-07-17,une simple operation de 10 mn quand on se rend en agence on peut perdre facilement 1h pourquoi ne pas permettre cette mise a jour en ligne pour ceux qui ont le service en ligne,agence,negatif,Très négatif,Très critique,0.9051,0.0829,0.0121
page_NSIA,Loreine Currie,2025-07-17,bonjour nsia moi je viens pour poser une question j ai perdu ma carte cni j ai fais la declaration de perte on m a donne un recepisse est ce que je peux faire un retrait avec ca,carte,negatif,Très négatif,Très critique,0.9448,0.0196,0.0355
page_NSIA,Loreine Currie,2025-07-17,bonjour nsia moi je viens pour poser une question j ai perdu ma carte cni j ai fais la declaration de perte on m a donne un recepisse est ce que je peux faire un retrait avec ca,retrait,negatif,Très négatif,Très critique,0.9448,0.0196,0.0355
page_NSIA,Garçon Fôrmïdàble,2025-07-17,a combien s elevent le frais de tenue de compte pour ceux qui ont deja un compte a nsia j aimerais faire l ouverture de mon compte mais je veux juste savoir merci,frais,positif,Positif,Aucune,0.012,0.7884,0.1997
page_NSIA,Adou Rachel,2025-07-17,qui connait la difference entre toute les couleurs des cartes bancaires nsia,carte,neutre,Neutre,Aucune,0.0109,0.0206,0.9684
page_NSIA,Eric Legre,2025-07-17,nsia banque cote d ivoire les prets scolaire seront disponibles a compter de quel mois,prêt,neutre,Neutre,Aucune,0.0086,0.0166,0.9748
page_NSIA,Aimé Kaman,2025-07-17,veillez a ce que vos dab pour lesquels vous nous prelevez minimum 15000f soient fonctionnels,guichet,positif,Très positif,Aucune,0.0151,0.9691,0.0158
page_NSIA,Ton Banquier en ligne,2025-07-10,merci pour cette opportunite,prêt,positif,Très positif,Aucune,0.0139,0.9699,0.0162
page_NSIA,Autorité John Olive,2025-07-10,avec tout ca vous etes dernier a faire a virement,virement,negatif,Très négatif,Très critique,0.9734,0.0099,0.0167
page_NSIA,Sicka Yasoi Sran,2025-07-10,autorite john olive toujours ils sont en retard dans virements,virement,negatif,Très négatif,Très critique,0.974,0.0098,0.0162
page_NSIA,Salimanou Akogbè,2025-07-10,faire moi le virement dans mon compte,virement,neutre,Très positif,Aucune,0.0137,0.9658,0.0206
page_NSIA,Kouame Hermann Charles,2025-07-10,chers responsables de nsia banque je viens d etre debite a tort je reside loin d une agence nsia que dois je faire,agence,negatif,Très négatif,Très critique,0.9768,0.0109,0.0122
page_NSIA,Bob Alex Tiemoko,2025-07-10,ces mises a jour se font elles obligatoirement dans les agences de domiciliation de nos comptes,agence,neutre,Neutre,Aucune,0.0096,0.017,0.9735
page_NSIA,Tout Sauf La Honte,2025-07-10,je suis plus que decourage de nsia banque cote d ivoire un debit a tord dans votre guichet automatique depuis le 8 mai une reclamation depose depuis le 9 mai mais jusqu a present mon argent n a pas ete donne,guichet,negatif,Très négatif,Très critique,0.9768,0.0115,0.0117
page_NSIA,Etienne Sede Byy,2025-07-10,nsia banque agence daloa je vous prie de bien vouloir transferer ma carte bancaire a l agence de soubre ou je reside a present j ai fait la demande il y a deja un mois et une semaine je suis by etienne,carte,positif,Très positif,Aucune,0.0127,0.9526,0.0347
page_NSIA,Etienne Sede Byy,2025-07-10,nsia banque agence daloa je vous prie de bien vouloir transferer ma carte bancaire a l agence de soubre ou je reside a present j ai fait la demande il y a deja un mois et une semaine je suis by etienne,agence,positif,Très positif,Aucune,0.0127,0.9526,0.0347
page_NSIA,Mamadou Karamoko,2025-07-10,vous parlez de mise a jour pourtant quand on parle de mise a jours au niveau du remboursement anticipe des prets vous restez silencieux,prêt,negatif,Très négatif,Très critique,0.868,0.0113,0.1207
page_NSIA,Jiraya Beaufort,2025-07-10,votre affaire de carte magnetique qui coute 15 000 c est trop hein diminuer,carte,negatif,Très négatif,Très critique,0.9762,0.0119,0.0119
page_NSIA,Abah Bakary Diarra,2025-07-10,nous souhaitons porter a votre attention certaines preoccupations relatives a l utilisation des cartes magnetiques emises par nsia banque,carte,positif,Très positif,Aucune,0.0117,0.9693,0.0189
page_NSIA,Pénya Koné,2025-07-24,j aimerais faire un hors sujet l application n sia banque est faite pour nous aider ou juste pour retrancher quelques chose de nos gain mensuel,application,positif,Très positif,Aucune,0.1335,0.8429,0.0236
page_NSIA,Justin Stanislas Adjoumani,2025-07-10,une bonne opportunite,prêt,positif,Très positif,Aucune,0.0142,0.97,0.0158
page_NSIA,Euphrasias Gloire,2025-07-10,bcq de clients,service client,neutre,Neutre,Aucune,0.0075,0.0985,0.8941
page_NSIA,Abah Bakary Diarra,2025-07-03,une banque dont les guichets automatiques ne fonctionnent pas pendant les fins du mois,guichet,negatif,Légèrement négatif,Modéré,0.4007,0.0129,0.5864
page_NSIA,Abdoul Bamba,2025-07-03,a quand vous allez introduire l application wave sur votre plateforme,application,neutre,Neutre,Aucune,0.0069,0.2682,0.7249
page_NSIA,Nanourou Siaka Kone,2025-07-03,bonne application merci,application,positif,Très positif,Aucune,0.014,0.9704,0.0157
page_NSIA,Meyan Aristide,2025-07-03,votre application a code complique,application,negatif,Très négatif,Très critique,1.0,0.0,0.0
page_NSIA,Paul Konan,2025-07-03,lorsqu on veut effectuer un virement a travers l application ca ne marche pas ils n envoient pas le code de validation c est du a quoi,virement,negatif,Très négatif,Très critique,0.9682,0.0101,0.0216
page_NSIA,Paul Konan,2025-07-03,lorsqu on veut effectuer un virement a travers l application ca ne marche pas ils n envoient pas le code de validation c est du a quoi,application,negatif,Très négatif,Très critique,0.9682,0.0101,0.0216
